Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Patent citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Sustainable Development Goals (2021),Topic Cluster name,Topic Cluster number,Topic name,Topic number,Topic Cluster Prominence Percentile,Topic Prominence Percentile
An adaptive kernel width convex combination method for maximum correntropy criterion,"Fontes, A.I.R.| Linhares, L.L.S.| F. Guimarães, J.P.| Silveira, L.F.Q.| Martins, A.M.",5,55763633400| 56028590400| 57211806932| 56363591700| 55415511600,2021,2021-12-01,Journal of the Brazilian Computer Society,27,1,-,7,ISSN-01046500,145262,Journal,-,47,-,37,-,52,3.27,42,0,0.0,1.63,46,46,0,"Fontes, A.I.R., Linhares, L.L.S., F. Guimarães, J.P. and 2 more (...) (2021).An adaptive kernel width convex combination method for maximum correntropy criterion. Journal of the Brazilian Computer Society,27(1) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85102933580&origin=resultslist,10.1186/s13173-021-00111-z,Article,Gold,2-s2.0-85102933580,-,Universidade Federal do Rio Grande do Norte,1,123456933| 123457115| 60023857,Federal Institute of Education| Federal Institute of Education| Universidade Federal do Rio Grande do Norte,55763633400,55415511600,55763633400,-,Brazil,1700,General Computer Science,-,"Adaptive Filters,Algorithms,Active Noise Control",1072,"Adaptive Filtering,Impulsive Noise,Mean Square Error",37345,26.555,83.644
Efficient heuristics for the minimum labeling global cut problem,"da Silva, T.G.| de Sousa Filho, G.F.| Barbosa, I.A.M.| Mladenovic, N.| Cabral, L.A.F.| Ochi, L.S.| Aloise, D.",7,57199410943| 14041080500| 57204110994| 55947364100| 55412646400| 8935888900| 12759644500,2018,2018-04-01,Electronic Notes in Discrete Mathematics,66,-,23-30,-,ISSN-15710653,4700152427,Journal,0.48,67,0.7,65,0.347,62,1.09,13,0,0.0,4.71,77,75,0,"da Silva, T.G., de Sousa Filho, G.F., Barbosa, I.A.M. and 4 more (...) (2018).Efficient heuristics for the minimum labeling global cut problem. Electronic Notes in Discrete Mathematics,6623-30",https://www.scopus.com/record/display.url?eid=2-s2.0-85054538164&origin=resultslist,10.1016/j.endm.2018.03.004,Article,,2-s2.0-85054538164,-,Universidade Federal Fluminense| University of Montreal| Universidade Federal da Paraíba| Mathematical Institute of the Serbian Academy of Sciences and Arts| Polytechnique Montreal,5,124777791| 60011324| 60001865| 60068829| 60019141| 60019141,Instituto Federal de Educação| Universidade Federal da Paraíba| Universidade Federal Fluminense| Srpska akademija nauka i umetnosti| Polytechnique Montréal| Polytechnique Montréal,57199410943,12759644500,-,-,Serbia| Brazil| Canada,2604| 2607,Applied Mathematics| Discrete Mathematics and Combinatorics,-,"Electrical Resistivity,Ground Penetrating Radar Systems,Geological Surveys",508,"Cut,Multimodal Transportation,Cycle Cover",68505,58.93,47.495
Influence of the sludge concentration on the energy consumption for aeration in activated sludge systems,"Dos Santos, S.L.| Miná, V.G.| Catunda, S.Y.C.| Van Haandel, A.C.",4,57189038431| 55969354100| 6602674444| 6603817880,2017,2017-05-01,Engenharia Sanitaria e Ambiental,22,3,437-444,-,ISSN-14134152,4700152869,Journal,0.57,58,0.5,75,0.218,65,0.25,13,0,0.0,13.72,78,74,0,"Dos Santos, S.L., Miná, V.G., Catunda, S.Y.C. and 1 more (...) (2017).Influence of the sludge concentration on the energy consumption for aeration in activated sludge systems. Engenharia Sanitaria e Ambiental,22(3) 437-444",https://www.scopus.com/record/display.url?eid=2-s2.0-85020382874&origin=resultslist,10.1590/S1413-41522017121436,Article,Gold|Green,2-s2.0-85020382874,-,Universidade Federal de Campina Grande| Universidade Estadual da Paraíba| Universidade Federal do Rio Grande do Norte,3,60026891| 60026891| 60023857| 60003709,Universidade Estadual da Paraiba| Universidade Estadual da Paraiba| Universidade Federal do Rio Grande do Norte| Universidade Federal de Campina Grande,57189038431,6603817880,57189038431,-,Brazil,2311,Waste Management and Disposal,SDG 6,"Microbial Fuel Cells,Anaerobic Digestion,Bioreactors",65,"Moving Bed Biofilm Reactors,Biofilm,Activated Sludge",21925,98.796,89.637
Hardware Architecture Proposal for TEDA Algorithm to Data Streaming Anomaly Detection,"Da Silva, L.M.D.| Coutinho, M.G.F.| Santos, C.E.B.| Santos, M.R.| Ruiz, M.D.| Guedes, L.A.| Fernandes, M.A.C.",7,57205121703| 57208260908| 57219685682| 57219689542| 57225781795| 35761038800| 7202947679,2021,2021-01-01,IEEE Access,9,-,103141-103152,9490251,ISSN-21693536,21100374601,Journal,-,18,-,13,-,22,0.22,3,0,0.0,1.86,46,46,0,"Da Silva, L.M.D., Coutinho, M.G.F., Santos, C.E.B. and 4 more (...) (2021).Hardware Architecture Proposal for TEDA Algorithm to Data Streaming Anomaly Detection. IEEE Access,9103141-103152",https://www.scopus.com/record/display.url?eid=2-s2.0-85111022871&origin=resultslist,10.1109/ACCESS.2021.3098004,Article,Gold|Green,2-s2.0-85111022871,-,University of Granada| Universidade Federal do Rio Grande do Norte,2,60023857| 112659211| 60023857| 60027844,Universidade Federal do Rio Grande do Norte| Federal Institute of Education| Universidade Federal do Rio Grande do Norte| Universidad de Granada,57205121703,7202947679,7202947679,-,Spain| Brazil,1700| 2200| 2500,General Computer Science| General Engineering| General Materials Science,-,"Database Systems,Ontology,Query Processing",143,"Query Processing,Program Processors,Field Programmable Gate Array",27964,82.742,88.175
Vibration control of a two-link flexible robot arm with time delay through the robust receptance method,"Araújo, J.M.| Bettega, J.| Dantas, N.J.B.| Dórea, C.E.T.| Richiedei, D.| Tamellin, I.",6,36808912600| 57218589262| 57211270481| 7004096252| 24462353500| 57203749099,2021,2021-11-01,Applied Sciences (Switzerland),11,21,-,9907,ISSN-20763417,21100829268,Journal,-,32,-,29,-,31,0.87,12,0,0.0,2.07,46,46,0,"Araújo, J.M., Bettega, J., Dantas, N.J.B. and 3 more (...) (2021).Vibration control of a two-link flexible robot arm with time delay through the robust receptance method. Applied Sciences (Switzerland),11(21) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85117584408&origin=resultslist,10.3390/app11219907,Article,Gold,2-s2.0-85117584408,-,University of Padua| Universidade Federal do Rio Grande do Norte,2,127083666| 60000481| 60023857,Ciência e Tencnologia da Bahia| Università degli Studi di Padova| Universidade Federal do Rio Grande do Norte,36808912600,57203749099,24462353500,-,Italy| Brazil,1507| 1508| 1706| 2200| 2500| 3105,Fluid Flow and Transfer Processes| Process Chemistry and Technology| Computer Science Applications| General Engineering| General Materials Science| Instrumentation,SDG 9,"Control,Controllers,Linear Matrix Inequalities",9,"Eigenstructure Assignment,Pole Placement,Pole",12091,97.592,81.903
A Novel Training Strategy for Deep Learning Model Compression Applied to Viral Classifications,"Fernandes, M.A.C.| Kung, H.T.",2,7202947679| 57286051200,2021,2021-07-18,Proceedings of the International Joint Conference on Neural Networks,2021-,-,-,-,-,96537,Conference Proceeding,-,49,-,63,-,-,0.83,4,0,0.0,0.36,46,46,0,"Fernandes, M.A.C., Kung, H.T. (2021).A Novel Training Strategy for Deep Learning Model Compression Applied to Viral Classifications. Proceedings of the International Joint Conference on Neural Networks,2021-",https://www.scopus.com/record/display.url?eid=2-s2.0-85116436281&origin=resultslist,10.1109/IJCNN52387.2021.9534430,Conference Paper,,2-s2.0-85116436281,-,Harvard University| Universidade Federal do Rio Grande do Norte,2,60023857| 60009982| 60077572,Universidade Federal do Rio Grande do Norte| Harvard University| Harvard John A. Paulson School of Engineering and Applied Sciences,7202947679,57286051200,-,-,United States| Brazil,1702| 1712,Artificial Intelligence| Software,-,"Algorithms,Computer Vision,Models",0,"Object Detection,Deep Learning,IOU",4338,99.799,99.998
Radial position control of a bearingless machine with active disturbance rejection control fuzzy an approach,"Da Silva, W.L.A.| Salazar, A.O.| Vieira, P.V.F.| Jacome, M.C.| Villarreal, E.R.L.",5,57194058482| 7102422753| 57244861900| 57245200700| 55361069800,2021,2021-03-22,"2021 IEEE International Conference on Automation/24th Congress of the Chilean Association of Automatic Control, ICA-ACCA 2021",-,-,-,9465177,-,21101058141,Conference Proceeding,-,-,-,-,-,-,1.02,5,0,0.0,0.22,46,46,0,"Da Silva, W.L.A., Salazar, A.O., Vieira, P.V.F. and 2 more (...) (2021).Radial position control of a bearingless machine with active disturbance rejection control fuzzy an approach. 2021 IEEE International Conference on Automation/24th Congress of the Chilean Association of Automatic Control, ICA-ACCA 2021,",https://www.scopus.com/record/display.url?eid=2-s2.0-85114202854&origin=resultslist,10.1109/ICAACCA51523.2021.9465177,Conference Paper,,2-s2.0-85114202854,-,Universidade Federal do Rio Grande do Norte,1,60023857| 109626630| 60023857| 109626630,Universidade Federal do Rio Grande do Norte| Federal Rural University of Semi-arid (DCME-UFERSA)| Universidade Federal do Rio Grande do Norte| Federal Rural University of Semi-arid (DCME-UFERSA),57194058482,55361069800,-,-,Brazil,1705| 1706| 2213| 2606| 2718,"Computer Networks and Communications| Computer Science Applications| Safety, Risk, Reliability and Quality| Control and Optimization| Health Informatics",-,"Permanent Magnets,Induction Motors,Synchronous Motors",118,"Rotor,Magnetic Bearings,Permanent Magnets",14157,87.291,87.902
A method for detecting causal relationships between industrial alarm variables using Transfer Entropy and K2 algorithm,"Abreu, R.S.D.| Nunes, Y.T.| Guedes, L.A.| Silva, I.",4,57273036400| 57192951878| 35761038800| 36537969500,2021,2021-10-01,Journal of Process Control,106,-,142-154,-,ISSN-09591524,14414,Journal,-,13,-,9,-,12,0.7,10,0,0.0,2.24,46,46,0,"Abreu, R.S.D., Nunes, Y.T., Guedes, L.A. and 1 more (...) (2021).A method for detecting causal relationships between industrial alarm variables using Transfer Entropy and K2 algorithm. Journal of Process Control,106142-154",https://www.scopus.com/record/display.url?eid=2-s2.0-85115785031&origin=resultslist,10.1016/j.jprocont.2021.09.001,Article,,2-s2.0-85115785031,-,Universidade Federal do Rio Grande do Norte,1,60023857| 60023857,Universidade Federal do Rio Grande do Norte| Universidade Federal do Rio Grande do Norte,57273036400,36537969500,57273036400,-,Brazil,1706| 2207| 2209| 2611,Computer Science Applications| Control and Systems Engineering| Industrial and Manufacturing Engineering| Modeling and Simulation,-,"Fault Detection,Process Monitoring,Principal Component Analysis",899,"Warning Systems,Alarm,Nuisance",37259,57.592,81.322
Optimal placement of routers in industrial wireless networks based on multi-objectives,"Dos Santos, A.C.S.| Martins, D.L.| Florencio, H.M.| Melo, J.D.| Neto, A.D.D.",5,56732313200| 57201350960| 57201354058| 55664205300| 7102618949,2018,2018-01-01,Networked Control Systems: Research Challenges and Advances for Application,-,-,86-115,-,-,21100856154,Book,-,-,-,-,-,-,0.8,10,0,0.0,1.86,77,75,0,"Dos Santos, A.C.S., Martins, D.L., Florencio, H.M. and 2 more (...) (2018).Optimal placement of routers in industrial wireless networks based on multi-objectives. Networked Control Systems: Research Challenges and Advances for Application,86-115",https://www.scopus.com/record/display.url?eid=2-s2.0-85044433177&origin=resultslist,-,Chapter,,2-s2.0-85044433177,-,Universidade Federal do Rio Grande do Norte,1,60023857,Universidade Federal do Rio Grande do Norte,56732313200,7102618949,56732313200,-,Brazil,1700,General Computer Science,SDG 9,"Wireless Sensor Networks,Sensor Nodes,Routing Protocols",27,"Mobile Communication Systems,Factory Automation,Industrial Networks",12542,97.726,97.013
Compact portable holographic microscope for cell and particle counting in microfuidics,"Goncalves da Silva, A.J.| Cacace, T.| Bianco, V.| Paturzo, M.| Garcia Goncalves, L.M.| Carcagnì, P.| Distante, C.| Ferraro, P.",8,57222350086| 57190396476| 55389283400| 8565645900| 8843298100| 23003296600| 55884135100| 57225688012,2020,2020-06-22,Optics InfoBase Conference Papers,-,-,-,-,-,21101039778,Conference Proceeding,-,-,-,-,-,-,0.38,3,0,0.0,0.47,68,68,0,"Goncalves da Silva, A.J., Cacace, T., Bianco, V. and 5 more (...) (2020).Compact portable holographic microscope for cell and particle counting in microfuidics. Optics InfoBase Conference Papers,",https://www.scopus.com/record/display.url?eid=2-s2.0-85102409625&origin=resultslist,10.1364/DH.2020.HW4C.5.pdf,Conference Paper,,2-s2.0-85102409625,-,National Research Council of Italy| Universidade Federal do Rio Grande do Norte,2,60023857| 60021199| 60108660| 60108660| 60021199,"Universidade Federal do Rio Grande do Norte| Consiglio Nazionale delle Ricerche| National Reseach Council of Italy (CNR), Institute of Applied Sciences and Intelligent Systems “Edua| National Reseach Council of Italy (CNR), Institute of Applied Sciences and Intelligent Systems “Edua| Consiglio Nazionale delle Ricerche",57222350086,57225688012,55389283400,-,Italy| Brazil,2211| 2504,"Mechanics of Materials| Electronic, Optical and Magnetic Materials",-,"Holography,Holograms,Computer Generated Holography",335,"Microscopy,Holography,Imaging System",192,68.763,98.455
Scalable Shared-Memory Parallelization of the Block Recursive Inversion Algorithm,"Silva, M.C.| Cosme, I.C.S.| Sardina, I.M.| Xavier-De-Souza, S.",4,57204808453| 57200584466| 36171042800| 7801645972,2018,2018-10-29,"Proceedings - IEEE International Conference on Cluster Computing, ICCC",2018-,-,154-155,8514871,ISSN-15525244,145419,Conference Proceeding,-,-,-,-,-,-,0.4,7,0,0.0,5.69,77,75,0,"Silva, M.C., Cosme, I.C.S., Sardina, I.M. and 1 more (...) (2018).Scalable Shared-Memory Parallelization of the Block Recursive Inversion Algorithm. Proceedings - IEEE International Conference on Cluster Computing, ICCC,2018-154-155",https://www.scopus.com/record/display.url?eid=2-s2.0-85057224963&origin=resultslist,10.1109/CLUSTER.2018.00029,Conference Paper,,2-s2.0-85057224963,-,University of Montreal| Polytechnique Montreal| Universidade Federal do Rio Grande do Norte,3,60019141| 60019141| 121682814| 60023857| 60023857,"Polytechnique Montréal| Polytechnique Montréal| Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Norte| Universidade Federal do Rio Grande do Norte| Universidade Federal do Rio Grande do Norte",57204808453,7801645972,-,-,Brazil| Canada,1708| 1711| 1712,Hardware and Architecture| Signal Processing| Software,-,"Data Storage Equipment,Program Processors,Applications",92,"Program Processors,Cholesky Factorisation,Linear Algebra",12674,78.06,87.639
EduRoSC-Prof: Continuous Education Method for Teacher Formation in Educational Robotics for K-12 Teaching,"Oliveira, D.S.| Da Costa Fernandes Curvelo, C.| Melo, J.C.P.| Vieira De Santana, O.| Barrios-Aranibar, D.| Patino-Escarcina, R.E.| Garcia, L.T.D.S.| Goncalves, L.M.G.",8,57221814168| 57426619500| 24824776900| 57426887000| 15844905100| 22433371000| 57426573300| 8843298100,2021,2021-01-01,"2021 Latin American Robotics Symposium, 2021 Brazilian Symposium on Robotics, and 2021 Workshop on Robotics in Education, LARS-SBR-WRE 2021",-,-,342-347,-,-,21101073925,Conference Proceeding,-,-,-,-,-,-,0.96,5,0,0.0,0.24,46,46,0,"Oliveira, D.S., Da Costa Fernandes Curvelo, C., Melo, J.C.P. and 5 more (...) (2021).EduRoSC-Prof: Continuous Education Method for Teacher Formation in Educational Robotics for K-12 Teaching. 2021 Latin American Robotics Symposium, 2021 Brazilian Symposium on Robotics, and 2021 Workshop on Robotics in Education, LARS-SBR-WRE 2021,342-347",https://www.scopus.com/record/display.url?eid=2-s2.0-85123467174&origin=resultslist,10.1109/LARS/SBR/WRE54079.2021.9605449,Conference Paper,,2-s2.0-85123467174,-,Universidad Católica de San Pablo| Universidade Federal do Rio Grande do Norte,2,60023857| 60023857| 60105300,Universidade Federal do Rio Grande do Norte| Universidade Federal do Rio Grande do Norte| Universidad Católica San Pablo,57221814168,8843298100,-,-,Peru| Brazil,1702| 1709| 2210| 2606| 2611| 3304,Artificial Intelligence| Human-Computer Interaction| Mechanical Engineering| Control and Optimization| Modeling and Simulation| Education,SDG 4| SDG 11,"Students,Teaching,Education; Computer Science",559,"Education,Lego,Robotics",8173,65.217,96.736
Efficient machine learning approach for volunteer eye-blink detection in real-time using webcam,"Medeiros, P.A.D.L.| Silva, G.V.S.D.| Fernandes, F.R.D.S.| Sánchez-Gendriz, I.| Lins, H.W.C.| Barros, D.M.D.S.| Nagem, D.A.P.| Valentim, R.A.D.M.",8,57304175100| 57215429087| 57208327846| 56495540200| 57222580164| 57216405721| 56966771800| 35606294400,2022,2022-02-01,Expert Systems with Applications,188,-,-,116073,ISSN-09574174,24201,Journal,-,-,-,2,-,8,2.14,50,0,0.0,0.26,16,15,0,"Medeiros, P.A.D.L., Silva, G.V.S.D., Fernandes, F.R.D.S. and 5 more (...) (2022).Efficient machine learning approach for volunteer eye-blink detection in real-time using webcam. Expert Systems with Applications,188",https://www.scopus.com/record/display.url?eid=2-s2.0-85117617175&origin=resultslist,10.1016/j.eswa.2021.116073,Article,Hybrid gold,2-s2.0-85117617175,-,Universidade Federal do Rio Grande do Norte,1,60023857,Universidade Federal do Rio Grande do Norte,57304175100,35606294400,57304175100,-,Brazil,1702| 1706| 2200,Artificial Intelligence| Computer Science Applications| General Engineering,SDG 3,"Algorithms,Computer Vision,Models",0,"Yawning,Road Accidents,Convolutional Neural Network",7720,99.799,92.512
Study and speed control of a Pipeline Inspection Gauge (PIG).,"Salazar, A.O.| Araujo, V.G.| Lima, G.F.| Freitas, V.C.G.",4,7102422753| 57282612400| 57219048455| 57195733388,2021,2021-08-05,"Proceedings of the 2021 IEEE 28th International Conference on Electronics, Electrical Engineering and Computing, INTERCON 2021",-,-,-,-,-,21101060573,Conference Proceeding,-,-,-,-,-,-,0.65,3,0,0.0,0.2,46,46,0,"Salazar, A.O., Araujo, V.G., Lima, G.F. and 1 more (...) (2021).Study and speed control of a Pipeline Inspection Gauge (PIG).. Proceedings of the 2021 IEEE 28th International Conference on Electronics, Electrical Engineering and Computing, INTERCON 2021,",https://www.scopus.com/record/display.url?eid=2-s2.0-85116204474&origin=resultslist,10.1109/INTERCON52678.2021.9532931,Conference Paper,,2-s2.0-85116204474,-,Universidade Federal do Rio Grande do Norte,1,60023857| 112659637,Universidade Federal do Rio Grande do Norte| Federal Institute of Rio Grande do Norte,7102422753,57195733388,-,-,Brazil,1702| 1706| 1801| 1802| 2208| 2606| 2611,Artificial Intelligence| Computer Science Applications| Decision Sciences (miscellaneous)| Information Systems and Management| Electrical and Electronic Engineering| Control and Optimization| Modeling and Simulation,SDG 9,"Eddy Currents,Nondestructive Examination,Eddy Current Testing",1154,"Inspection,Coiled Tubing,Catchers",50328,29.164,74.08
